Date,Open,High,Low,Close,Adj Close,Volume
2004-07-30,78.378929,81.866699,78.206459,81.100159,68.005653,17885096
2004-08-02,81.636734,82.786545,79.787453,81.416351,68.270790,12296848
2004-08-03,81.445099,83.246475,80.314453,81.952934,68.720734,15265906
2004-08-04,82.182899,83.064423,80.879776,81.607986,68.431503,14149406
2004-08-05,82.336205,84.118416,82.077499,83.524345,70.038422,12703150
2004-08-06,83.763885,84.022598,80.697723,81.473846,68.318993,13378338
2004-08-09,81.445099,81.876282,79.749123,81.665482,68.479691,9985914
2004-08-10,82.020004,83.936363,81.128899,83.160240,69.733116,21992336
2004-08-11,83.514763,83.744728,80.324028,80.870193,67.812813,21530882
2004-08-12,80.486923,81.397186,77.823189,78.407677,65.747910,15049975
2004-08-13,78.570564,78.570564,76.280525,76.807518,64.406097,20952570
2004-08-16,76.654213,76.845848,74.134201,75.437325,63.257130,12237934
2004-08-17,76.002647,77.296188,75.216942,75.648125,63.433899,13754594
2004-08-18,75.504395,75.696030,73.597626,73.942566,62.003716,12671736
2004-08-19,74.239601,76.194283,73.837166,75.897247,63.642811,11421044
2004-08-20,75.887672,75.887672,72.869408,73.281425,61.449345,19462841
2004-08-23,73.683861,74.076714,71.096779,71.470467,59.930767,10636999
2004-08-24,71.863319,73.473061,71.480049,73.137695,61.328804,11654707
2004-08-25,73.396408,73.865913,72.342415,73.396408,61.545738,8065936
2004-08-26,73.779678,74.469566,73.166443,73.530556,61.658237,8091098
2004-08-27,73.607208,73.952148,71.556709,72.237015,60.573559,8425222
2004-08-30,73.003555,74.814507,73.003555,74.498314,62.469742,5518188
2004-08-31,74.546219,75.111542,73.683861,74.833672,62.750954,7352357
2004-09-01,73.932983,75.581055,73.932983,75.255272,63.104485,7348005
2004-09-02,75.696030,75.696030,73.789261,74.057549,62.100147,5352989
2004-09-03,74.354584,74.354584,72.917320,73.530556,61.658237,4686406
2004-09-06,74.306679,75.398994,73.779678,75.073219,62.951828,6693263
2004-09-07,75.331924,75.983490,74.948654,75.130707,63.000038,5933247
2004-09-08,75.676872,76.845848,75.504395,76.462578,64.116852,14540101
2004-09-09,76.845848,77.008736,75.121124,75.648125,63.433899,6971155
2004-09-10,75.513977,75.973907,74.412071,75.782272,63.546391,12038315
2004-09-13,76.136795,76.922501,75.226524,75.456490,63.273209,7421541
2004-09-14,75.887672,75.887672,73.798843,74.824089,62.742916,8509966
2004-09-15,74.929489,75.887672,73.415573,73.961731,62.019791,10316589
2004-09-16,73.530556,75.006149,73.492226,74.517471,62.485809,5432197
2004-09-17,75.025307,78.091476,74.689949,77.756119,65.201538,11473039
2004-09-20,77.612389,79.892853,77.612389,78.829277,66.101425,19014965
2004-09-21,78.589729,79.835358,78.589729,79.260452,66.462990,7022434
2004-09-22,79.528748,79.701218,78.474747,79.059235,66.294243,8790154
2004-09-23,79.145470,79.461670,78.177711,78.608894,65.916618,9965031
2004-09-24,78.570564,80.410271,78.196877,78.858017,66.125526,11149466
2004-09-27,79.241287,79.816200,78.024406,78.436424,65.772003,11426482
2004-09-28,78.570564,78.570564,75.542725,75.878090,63.626728,18257940
2004-09-29,75.667290,76.654213,74.268349,75.753525,63.522285,15429878
2004-09-30,76.270943,78.072311,75.648125,77.296188,64.815872,13638765
2004-10-01,77.229118,80.908524,76.510483,80.218636,67.266464,10606102
2004-10-04,80.506088,82.345787,80.496506,80.870193,67.812813,8767779
2004-10-05,81.061829,84.271721,80.870193,83.811798,70.279457,11162569
2004-10-06,84.032181,84.032181,81.560081,81.809204,68.600204,12488999
2004-10-07,81.732552,83.303963,81.119316,82.518257,69.194763,9613801
2004-10-08,82.949440,82.949440,80.870193,81.358864,68.222580,5240740
2004-10-11,81.627151,82.211639,79.193382,79.557487,66.712051,2834171
2004-10-12,80.295288,80.630646,77.612389,77.909424,65.330093,12998179
2004-10-13,77.909424,77.909424,77.909424,77.909424,65.330093,0
2004-10-14,77.612389,78.369347,76.462578,77.756119,65.201538,10107149
2004-10-15,77.899841,79.308365,76.807518,77.152466,64.695351,5076141
2004-10-18,77.612389,78.762199,77.133301,77.717789,65.169395,5054897
2004-10-19,78.187294,80.486923,78.062729,79.634148,66.776337,4272088
2004-10-20,79.912018,81.253464,78.628059,78.992165,66.237999,6885236
2004-10-21,79.145470,79.682053,78.206459,78.628059,65.932686,24426185
2004-10-22,78.628059,78.628059,78.628059,78.628059,65.932686,0
2004-10-25,78.398094,78.398094,74.776184,75.236107,63.088409,4684105
2004-10-26,75.581055,77.804024,75.236107,77.382423,64.888176,6027238
2004-10-27,77.229118,78.848434,76.635048,78.369347,65.715759,4763302
2004-10-28,79.145470,80.678558,79.145470,80.055740,67.129868,4101165
2004-10-29,80.678558,82.384109,79.538322,79.873688,66.977196,10952478
2004-11-01,80.458176,80.458176,78.043571,79.624565,66.768295,4786236
2004-11-02,80.716881,80.937263,78.474747,80.218636,67.266464,4107223
2004-11-03,80.486923,80.870193,79.557487,80.391106,67.411079,4568542
2004-11-04,80.870193,81.684647,79.183800,79.873688,66.977196,4796730
2004-11-05,79.490417,81.061829,78.953835,80.630646,67.611931,4359118
2004-11-08,81.445099,83.744728,81.253464,82.345787,69.050156,8340530
2004-11-09,82.594910,82.594910,80.783958,81.310951,68.182404,3714065
2004-11-10,81.521751,82.499092,81.445099,82.192474,68.921600,2845730
2004-11-11,82.403275,82.959023,82.259552,82.489510,69.170670,3228874
2004-11-12,83.227310,83.553093,81.675064,82.355370,69.058182,833316
2004-11-15,82.355370,82.355370,82.355370,82.355370,69.058182,0
2004-11-16,83.150658,85.277809,82.364952,84.329216,70.713341,4010336
2004-11-17,84.530434,85.661079,84.319633,85.431114,71.637321,3689441
2004-11-18,86.216827,86.235985,84.377121,85.325722,71.548958,2949082
2004-11-19,85.661079,86.216827,83.457275,83.744728,70.223228,3372876
2004-11-22,82.460770,83.169823,81.291794,82.690727,69.339401,2099871
2004-11-23,83.342293,85.852715,83.073997,85.201157,71.444489,2980799
2004-11-24,85.181992,88.813484,84.817886,87.644508,73.493347,4639682
2004-11-25,88.152344,90.049538,87.472038,89.072189,74.690498,5911335
2004-11-26,89.072189,89.072189,89.072189,89.072189,74.690498,0
2004-11-29,89.436302,95.051224,88.650597,94.025970,78.844460,7058868
2004-11-30,94.284683,94.476318,91.985054,92.531212,77.591019,4586315
2004-12-01,92.943230,93.728935,90.547791,91.678436,76.875954,7669694
2004-12-02,92.512054,95.223694,92.512054,93.728935,78.595375,4950089
2004-12-03,94.380501,96.335182,94.093040,94.476318,79.222092,5879749
2004-12-06,95.606964,96.392670,94.495476,94.811676,79.503288,6088917
2004-12-07,95.242859,96.047729,93.901405,94.476318,79.222092,5434279
2004-12-08,95.041641,95.041641,92.368324,92.607872,77.655312,4361498
2004-12-09,93.920570,94.208023,90.787331,93.767265,78.627502,6853238
2004-12-10,94.284683,94.802094,92.224602,92.607872,77.655312,3909916
2004-12-13,92.368324,93.326500,91.295166,92.339577,77.430344,4580789
2004-12-14,92.991142,93.709770,92.176689,93.326500,78.257904,3123100
2004-12-15,93.422318,95.223694,93.422318,94.735023,79.439018,4191305
2004-12-16,95.147041,96.938835,94.763771,95.980652,80.483521,5777002
2004-12-17,95.980652,96.133965,93.920570,94.543388,79.278313,3832765
2004-12-20,94.610458,95.051224,93.355247,94.610458,79.334557,2354297
2004-12-21,95.147041,97.159210,95.147041,96.459740,80.885262,4810673
2004-12-22,96.967575,97.906593,95.434494,96.124382,80.604050,5046026
2004-12-23,96.584305,98.424004,96.488487,97.868263,82.066345,4293066
2004-12-24,98.673134,98.883934,97.389175,98.011993,82.186882,2530491
2004-12-27,97.159210,98.586899,97.159210,98.136551,82.291313,2086638
2004-12-28,98.673134,99.238457,97.255028,97.849098,82.050285,2719208
2004-12-29,98.136551,98.826439,96.775940,97.379593,81.656586,3095605
2004-12-30,97.523323,97.944916,94.782928,95.242859,79.864845,4985735
2004-12-31,95.923164,97.398758,95.674034,96.804688,81.174500,2732880
2005-01-03,97.686211,100.225380,97.542480,99.669640,83.576881,6639102
2005-01-04,99.909180,100.800285,99.276787,99.612144,83.528671,3195185
2005-01-05,98.692299,99.650475,91.026878,96.517235,80.933472,8983099
2005-01-06,96.775940,97.638306,94.131371,94.907494,79.583626,8203071
2005-01-07,94.476318,95.415329,93.326500,94.524223,79.262253,3401816
2005-01-10,94.964989,95.032059,90.260330,91.046036,76.345650,3252622
2005-01-11,92.943230,93.134865,91.237679,92.147942,77.269661,4353561
2005-01-12,92.272507,94.495476,90.279495,90.883148,76.209068,4749239
2005-01-13,91.419731,94.284683,91.419731,93.537300,78.434654,3403768
2005-01-14,94.093040,94.476318,91.477219,92.646194,77.687447,2643831
2005-01-17,92.368324,93.326500,89.589607,91.161018,76.442062,4126343
2005-01-18,91.218513,91.697601,89.321320,89.714172,75.228836,5639095
2005-01-19,89.781242,91.017296,87.874474,88.372726,74.103989,3629947
2005-01-20,87.922379,91.467636,87.213326,90.576530,75.951950,5800740
2005-01-24,90.451965,90.835243,88.200249,88.736832,74.409286,2168809
2005-01-25,88.938049,92.253342,87.711578,91.716766,76.908081,3138974
2005-01-27,91.601784,92.943230,91.601784,92.138359,77.261604,3073824
2005-01-28,92.368324,94.476318,92.032959,94.313423,79.085487,4317800
2005-01-31,95.798599,97.331688,94.648788,96.728035,81.110237,6820024
2005-02-01,97.159210,97.216705,94.093040,94.505058,79.246178,9430704
2005-02-02,95.079964,95.338676,92.665359,93.077377,78.049004,3976282
2005-02-03,93.307343,94.897911,92.943230,94.514641,79.254219,4703532
2005-02-04,95.242859,95.798599,93.518135,93.939735,78.772133,4957274
2005-02-07,93.882248,94.802094,93.134865,94.342171,79.109589,6561147
2005-02-08,94.687111,95.242859,93.748100,94.323006,79.093513,4768489
2005-02-09,95.242859,96.133965,94.131371,95.808182,80.338913,4374726
2005-02-10,96.009399,96.929253,94.859589,95.836929,80.362999,5272863
2005-02-11,95.817764,96.833435,95.223694,96.555557,80.965591,3079053
2005-02-14,96.795105,98.165298,96.795105,97.274193,81.568207,3392408
2005-02-15,97.350845,97.370010,95.549477,97.092140,81.415550,5005162
2005-02-16,97.542480,97.714958,93.623535,94.246353,79.029243,4268039
2005-02-17,93.901405,94.370918,92.770760,93.623535,78.506989,3866349
2005-02-18,93.805588,94.572136,91.410149,91.716766,76.908081,3682130
2005-02-21,91.985054,92.464142,91.093948,91.381401,76.626862,3736817
2005-02-22,91.218513,92.751595,91.036461,92.540794,77.599068,2984248
2005-02-23,91.985054,92.837830,91.343071,91.649689,76.851837,2183504
2005-02-24,91.410149,92.234177,90.202843,90.404060,75.807335,7531677
2005-02-25,90.260330,91.199348,89.302155,90.087860,75.542183,4221367
2005-02-28,92.751595,92.751595,88.152344,91.055618,76.353691,3605083
2005-03-01,91.582619,91.601784,88.631432,89.053032,74.674438,3153715
2005-03-02,89.014702,90.068695,88.200249,88.851814,74.505714,3231608
2005-03-03,89.024284,92.023384,88.918884,91.793419,76.972366,4018915
2005-03-04,92.368324,93.709770,91.812584,93.431900,78.346291,6700876
2005-03-07,94.284683,94.284683,91.046036,91.783836,76.964325,4428703
2005-03-08,92.243759,92.962395,91.601784,92.339577,77.430344,2565797
2005-03-09,88.343979,92.559959,88.343979,89.685425,75.204727,5997285
2005-03-10,89.877060,90.490295,89.110519,89.666267,75.188675,4071875
2005-03-11,90.059113,90.566948,87.989456,88.487701,74.200378,4944067
2005-03-14,88.880554,89.915390,88.305649,89.120102,74.730667,3345538
2005-03-15,90.039955,90.049538,87.021690,87.376221,73.268364,3695520
2005-03-16,87.788239,88.554779,86.810890,87.491203,73.364784,3012035
2005-03-17,87.194168,87.673256,86.456367,86.849220,72.826454,4917209
2005-03-18,86.619263,88.918884,85.574844,88.382301,74.112007,7203011
2005-03-21,88.535614,89.110519,85.871880,86.303062,72.368484,3153392
2005-03-22,86.063515,86.408463,82.403275,83.073997,69.660782,5284735
2005-03-23,83.073997,84.223816,79.912018,81.004341,67.925308,5751871
2005-03-24,81.004341,82.010422,78.819695,79.739540,66.864716,5847376
2005-03-28,80.381523,80.985176,79.193382,79.988670,67.073631,4595645
2005-03-29,80.103653,81.119316,77.248283,78.158546,65.538986,6351337
2005-03-30,78.551399,79.672470,77.612389,78.781364,66.061241,3127050
2005-03-31,78.953835,80.161140,78.359764,79.327530,66.519226,5547885
2005-04-01,79.356270,84.808304,78.628059,83.256058,69.813454,4100638
2005-04-04,83.246475,83.246475,80.506088,81.339699,68.206512,3392429
2005-04-05,81.080994,81.445099,77.631554,77.842354,65.273849,4787473
2005-04-06,77.085388,79.490417,77.085388,79.001747,66.246048,2930213
2005-04-07,80.180305,81.905022,79.193382,81.205559,68.094032,3811845
2005-04-08,81.636734,81.828369,80.295288,80.640228,67.619972,2571188
2005-04-11,79.921600,82.096657,79.145470,80.141975,67.202164,6567367
2005-04-12,81.042664,81.358864,79.289200,80.621063,67.603905,2459570
2005-04-13,80.889359,81.799622,79.729958,81.358864,68.222580,7356866
2005-04-15,80.582741,80.582741,78.014824,78.618477,65.924652,9702856
2005-04-18,78.091476,81.023499,77.229118,80.649811,67.628006,5065255
2005-04-19,80.870193,81.981682,79.068817,79.835358,66.945061,3942390
2005-04-20,79.337105,83.303963,79.337105,83.026093,69.620613,3091874
2005-04-21,83.026093,84.223816,81.445099,83.878868,70.335701,2649221
2005-04-22,84.319633,84.511269,82.700310,83.725563,70.207153,2049917
2005-04-25,81.885864,85.852715,81.885864,85.201157,71.444489,2150086
2005-04-26,84.702904,85.277809,82.939857,83.227310,69.789337,2308136
2005-04-27,83.265640,84.511269,82.087074,82.872787,69.492058,1784173
2005-04-28,82.403275,82.959023,81.473846,82.211639,68.937683,2144497
2005-04-29,81.828369,81.828369,78.589729,78.934677,66.189812,3690239
2005-05-02,79.480835,80.870193,78.762199,80.630646,67.611931,2876423
2005-05-03,80.486923,81.991264,79.873688,81.301376,68.174370,2391038
2005-05-04,81.445099,81.828369,79.854523,80.486923,67.491425,2666473
2005-05-05,81.061829,81.981682,80.151558,80.515671,67.515526,2323217
2005-05-06,81.234299,82.106239,79.720383,81.540916,68.375237,3198952
2005-05-09,81.732552,84.175903,81.253464,83.802216,70.271431,2204653
2005-05-10,83.744728,84.127998,81.598412,82.048752,68.801086,3863119
2005-05-11,81.857117,83.141075,81.349281,82.278717,68.993919,2205807
2005-05-12,82.594910,83.533928,82.403275,83.026093,69.620613,1521815
2005-05-13,83.265640,83.533928,82.594910,82.901527,69.516174,2465007
2005-05-16,83.533928,86.216827,83.169823,85.843132,71.982819,2911918
2005-05-17,86.619263,87.002533,84.415451,85.622757,71.798019,7681300
2005-05-18,84.319633,84.683739,82.987762,83.725563,70.207153,6936829
2005-05-19,84.894539,85.067009,83.073997,83.543510,70.054489,2610110
2005-05-20,83.744728,83.744728,82.336205,82.776962,69.411697,2014730
2005-05-23,83.169823,83.965111,82.403275,82.939857,69.548309,1095130
2005-05-24,83.361458,85.622757,83.083580,85.277809,71.508766,2709064
2005-05-25,85.134087,85.565262,84.587921,85.105339,71.364143,1964207
2005-05-26,85.277809,86.753403,84.348381,86.092262,72.191727,2692851
2005-05-27,86.235985,86.906715,84.166321,84.760391,71.074890,1687161
2005-05-30,84.492104,85.181992,82.374535,82.863205,69.484024,3043590
2005-05-31,82.978188,83.898033,82.508675,82.968605,69.572403,1981255
2005-06-01,83.265640,84.702904,83.006927,84.032181,70.464264,2206715
2005-06-02,84.127998,84.894539,83.371033,83.677650,70.166977,2301092
2005-06-03,83.677650,84.223816,82.978188,83.830963,70.295525,1069498
2005-06-06,83.553093,84.607086,83.217728,83.639328,70.134850,1085983
2005-06-07,83.553093,83.917198,83.217728,83.428528,69.958076,965890
2005-06-08,83.553093,84.300468,83.553093,84.022598,70.456230,640945
2005-06-09,83.936363,84.683739,83.026093,83.495598,70.014328,1899329
2005-06-10,83.457275,83.706398,80.898941,81.100159,68.005653,2026231
2005-06-13,78.982582,81.703804,78.982582,81.128899,68.029747,1423097
2005-06-14,81.253464,81.253464,79.777870,80.515671,67.515526,909706
2005-06-15,80.534828,81.425934,80.486923,80.831863,67.780678,657863
2005-06-16,80.707306,82.211639,80.333611,81.876282,68.656448,1787987
2005-06-17,81.866699,81.866699,80.141975,80.582741,67.571770,1213793
2005-06-20,81.828369,81.828369,78.953835,79.365852,66.551361,1137430
2005-06-21,79.461670,80.678558,79.145470,80.189888,67.242340,1299044
2005-06-22,80.314453,82.499092,80.295288,81.531334,68.367195,3305472
2005-06-23,79.557487,82.345787,79.337105,81.579247,70.478073,4496874
2005-06-24,81.387611,82.978188,80.726463,82.489510,71.264473,2394404
2005-06-27,82.020004,85.833549,80.793541,82.930275,71.645264,4771082
2005-06-28,83.073997,83.533928,79.547905,79.825783,68.963211,2180550
2005-06-29,80.870193,82.211639,79.912018,81.799622,70.668465,1628586
2005-06-30,82.096657,83.342293,80.870193,81.454681,70.370453,1268214
2005-07-01,81.636734,82.939857,81.445099,82.058334,70.891968,1723991
2005-07-04,82.594910,82.594910,80.994759,81.780464,70.651901,1590101
2005-07-05,82.422440,85.565262,81.560081,85.047844,73.474663,6286537
2005-07-06,85.086174,86.600098,84.233398,84.865791,73.317390,3834288
2005-07-07,84.894539,85.833549,82.997345,83.687233,72.299210,3414685
2005-07-08,84.319633,85.086174,82.594910,83.256058,71.926712,3670493
2005-07-11,84.013016,86.255150,83.917198,85.938950,74.244522,4678568
2005-07-12,86.235985,90.336990,85.852715,89.417137,77.249390,6346208
2005-07-13,89.800407,90.068695,87.816978,88.248161,76.239479,1844397
2005-07-14,88.248161,89.282990,86.810890,87.232491,75.362038,2146840
2005-07-15,86.619263,89.196754,86.619263,88.861397,76.769279,1277717
2005-07-18,89.110519,90.020790,88.957214,89.762077,77.547401,1385927
2005-07-19,89.129684,91.505966,88.880554,91.228096,78.813934,2497621
2005-07-20,91.601784,91.946724,89.589607,90.097443,77.837128,1183924
2005-07-21,90.451965,90.969383,87.845726,88.411049,76.380219,1364793
2005-07-22,88.918884,90.835243,88.257744,90.356148,78.060631,1103396
2005-07-25,88.708084,91.410149,88.708084,90.576530,78.251030,1478217
2005-07-26,90.835243,91.755089,89.541702,91.314331,78.888412,1369505
2005-07-27,91.026878,92.943230,90.835243,91.812584,79.318871,852086
2005-07-28,91.812584,91.812584,91.812584,91.812584,79.318871,0
2005-07-29,91.889236,94.236771,90.384895,92.167107,79.625168,4235994
2005-08-01,92.368324,96.392670,92.004219,95.961494,82.903221,4310912
2005-08-02,96.009399,101.720139,96.009399,100.972763,87.232559,8665882
2005-08-03,101.183556,101.183556,97.207123,97.638306,84.351845,5174932
2005-08-04,98.117393,99.008499,95.817764,96.153130,83.068771,3571738
2005-08-05,96.201035,98.500664,96.018982,96.373505,83.259148,2658473
2005-08-08,96.363922,96.967575,91.026878,91.640106,79.169868,3838771
2005-08-09,91.601784,92.502472,89.570442,90.413643,78.110291,2849518
2005-08-10,90.854401,92.531212,90.451965,92.262924,79.707932,2721129
2005-08-11,92.425812,96.584305,92.425812,95.290764,82.323761,6949165
2005-08-12,96.201035,96.775940,94.390076,95.664459,82.646599,6115677
2005-08-16,96.392670,96.392670,93.815170,94.294266,81.462860,1420028
2005-08-17,94.380501,96.181870,92.971977,94.629623,81.752571,2969157
2005-08-18,95.051224,96.181870,93.728935,94.380501,81.537361,3430517
2005-08-19,94.859589,95.415329,93.518135,94.083466,81.280739,2205718
2005-08-22,94.380501,94.830841,90.873566,91.429314,78.987762,1885955
2005-08-23,91.563454,92.751595,90.873566,91.563454,79.103630,1998142
2005-08-24,91.601784,91.946724,89.704590,90.768166,78.416588,1857082
2005-08-25,90.471130,91.218513,89.110519,90.030373,77.779190,1318732
2005-08-26,90.739426,91.678436,90.164513,90.576530,78.251030,1374098
2005-08-29,90.643608,91.870071,87.587021,89.062614,76.943115,2561555
2005-08-30,89.120102,90.020790,88.727249,89.474625,77.299057,1498960
2005-08-31,88.727249,89.493790,88.276909,88.698502,76.628540,1440254
2005-09-01,88.918884,90.643608,88.918884,90.011208,77.762634,658233
2005-09-02,90.547791,95.530312,90.451965,94.332588,81.495964,4561508
2005-09-05,94.629623,95.894417,94.198441,94.955406,82.034027,1693208
2005-09-06,94.495476,95.779434,93.709770,94.974571,82.050583,1531887
2005-09-08,95.760277,98.194046,95.626129,97.897011,84.575348,2984044
2005-09-09,98.289864,98.740204,97.350845,98.241951,84.873337,2001925
2005-09-12,98.309029,99.267204,97.168793,97.801193,84.492561,1452919
2005-09-13,98.098228,99.573822,98.098228,98.692299,85.262398,1855031
2005-09-14,99.458839,101.269798,98.500664,100.225380,86.586876,9265197
2005-09-15,99.842110,100.627815,99.410927,99.727127,86.156410,2507285
2005-09-16,100.196632,101.538086,99.832527,100.455345,86.785538,2001669
2005-09-19,100.781120,102.889114,100.167892,101.058998,87.307053,3237959
2005-09-20,102.467514,102.467514,99.650475,100.004997,86.396484,1738868
2005-09-21,100.608650,100.608650,96.201035,99.200134,85.701141,2361080
2005-09-22,98.692299,99.200134,95.434494,95.798599,82.762482,2186202
2005-09-23,95.817764,99.458839,94.524223,97.944916,84.616722,2396356
2005-09-26,98.692299,100.225380,98.126968,99.803780,86.222641,1744514
2005-09-27,100.263710,104.977943,100.033745,104.479691,90.262260,6909673
2005-09-28,104.824631,104.824631,101.614738,102.889114,88.888115,4969527
2005-09-29,103.291550,104.537178,102.141739,102.687897,88.714287,3015672
2005-09-30,102.908279,103.099915,99.343857,102.419609,88.482513,2486240
2005-10-03,103.071167,106.434372,102.889114,106.022354,91.595001,4427216
2005-10-04,106.645172,109.615524,106.022354,109.078941,94.235641,4922954
2005-10-05,108.848984,110.477882,106.932625,109.414307,94.525391,3229568
2005-10-06,108.274071,108.657341,105.782814,106.300224,91.835052,3453701
2005-10-07,105.821136,107.507530,104.058090,104.767143,90.510597,4235018
2005-10-10,104.824631,105.399544,102.764549,103.291550,89.235802,1706520
2005-10-11,103.004097,107.507530,101.787209,107.105095,92.530418,4938671
2005-10-13,106.932625,107.967461,103.004097,103.550255,89.459305,4111826
2005-10-14,103.751472,104.422195,101.758469,102.400444,88.465958,3071789
2005-10-17,102.525009,104.058090,99.497169,100.915268,87.182869,4550774
2005-10-18,101.164398,102.716644,98.692299,99.564240,86.015709,5391964
2005-10-19,98.692299,100.369110,95.271606,96.737617,83.573715,3742860
2005-10-20,97.734116,99.650475,93.910988,96.124382,83.043930,4836577
2005-10-21,96.775940,98.500664,95.645294,98.232368,84.865067,3047091
2005-10-24,99.056404,100.608650,97.849098,99.171387,85.676300,4269907
2005-10-25,99.267204,100.225380,97.686211,99.688805,86.123314,5216240
2005-10-26,99.458839,99.458839,95.108711,95.511147,82.514153,4566193
2005-10-27,95.626129,95.626129,91.985054,92.866577,80.229439,8126410
2005-10-28,92.080872,92.655777,87.577438,88.305649,76.289162,4893862
2005-10-31,89.110519,91.170601,89.110519,90.643608,78.308968,2495033
2005-11-02,92.770760,93.326500,90.883148,92.109619,79.575485,4272772
2005-11-04,92.109619,92.109619,92.109619,92.109619,79.575485,0
2005-11-07,93.671448,95.271606,92.559959,94.524223,81.661522,4645636
2005-11-08,94.763771,96.871758,94.476318,95.990234,82.928032,6957942
2005-11-09,96.210617,97.446663,94.380501,95.079964,82.141632,3430788
2005-11-10,94.907494,96.201035,94.581718,95.530312,82.530693,2266343
2005-11-11,96.622635,98.864769,96.009399,98.443169,85.047180,3195336
2005-11-14,99.650475,100.033745,97.140053,98.443169,85.047180,3169636
2005-11-16,98.500664,99.870857,98.155716,99.430092,85.899803,5333708
2005-11-17,99.794205,102.467514,99.698380,101.777626,87.927895,5699966
2005-11-18,102.237556,104.997108,102.189644,104.604256,90.369888,4135532
2005-11-21,104.824631,106.242737,104.058090,104.479691,90.262260,3537637
2005-11-22,103.770638,104.920448,102.592079,102.908279,88.904694,2151125
2005-11-23,102.620827,106.549355,102.620827,105.504936,91.147995,2442589
2005-11-24,106.376884,107.871635,105.782814,106.491859,92.000618,3970688
2005-11-25,106.740990,110.401230,105.888214,109.979630,95.013779,5054156
2005-11-28,109.807159,112.854164,109.615524,112.451729,97.149467,3586772
2005-11-29,112.777512,112.777512,109.682594,110.228760,95.229027,2292758
2005-11-30,110.420387,111.723511,106.166084,106.472702,91.984062,3177589
2005-12-01,105.399544,110.085030,104.441360,109.835899,94.889610,4578117
2005-12-02,110.190430,111.148605,107.890800,108.580688,93.805206,5338780
2005-12-05,108.848984,109.232254,105.591179,106.281067,91.818504,2033892
2005-12-06,106.281067,108.178253,104.632996,105.322884,90.990700,2779651
2005-12-07,106.319389,107.507530,105.591179,107.200912,92.613174,2338376
2005-12-08,107.277573,108.513618,106.012772,108.120766,93.407860,2499239
2005-12-09,108.561523,111.052788,107.315895,110.267082,95.262123,3954762
2005-12-12,111.110275,114.214775,110.401230,113.237434,97.828270,4537759
2005-12-13,114.214775,120.922020,112.969147,120.021332,103.689018,9496344
2005-12-14,120.538750,121.631073,117.482162,118.210373,102.124489,5705476
2005-12-15,118.708626,119.350609,115.172951,117.252197,101.296700,2490232
2005-12-16,117.280945,119.005661,115.393333,118.641556,102.497017,3856837
2005-12-19,119.005661,120.097984,117.137215,119.513496,103.250298,4419076
2005-12-20,119.733879,122.205978,118.814026,121.391525,104.872749,4158336
2005-12-21,121.496925,122.627571,119.005661,120.107567,103.763527,4953653
2005-12-22,120.155479,123.049171,119.580566,122.014343,105.410835,2790150
2005-12-23,122.800049,123.336624,120.787872,122.215561,105.584663,4756884
2005-12-26,122.282631,123.173737,119.111061,122.215561,105.584663,3815764
2005-12-27,121.401108,127.782570,120.864525,126.383629,109.185547,7638557
2005-12-28,126.862717,126.862717,122.934189,123.652824,106.826347,3256603
2005-12-29,123.604919,126.853142,121.707726,125.482941,108.407433,4514778
2005-12-30,123.633659,125.904541,123.442024,125.138000,108.109428,1858674
2006-01-02,124.563095,125.521271,122.100578,122.522179,105.849556,1649636
2006-01-03,123.030006,124.400200,122.838371,123.671989,106.842903,1179755
2006-01-04,124.563095,126.843559,124.467278,126.220741,109.044823,2220846
2006-01-05,126.805229,127.016029,123.614494,123.978607,107.107796,2409240
2006-01-06,124.563095,126.479446,122.455101,123.997772,107.124352,2934267
2006-01-09,124.371460,125.118835,122.292213,123.154572,106.395889,1157890
2006-01-10,123.604919,124.342712,121.353195,121.861031,105.278381,2624189
2006-01-12,122.531754,124.151077,119.791367,122.991684,106.255180,1970485
2006-01-13,123.796555,125.741653,122.991684,123.307884,106.528351,3845002
2006-01-16,123.796555,124.371460,122.368866,122.972519,106.238625,1620524
2006-01-17,123.030006,124.275642,119.197296,120.510002,104.111198,1288571
2006-01-18,119.005661,120.442932,116.945580,118.325356,102.223824,2833086
2006-01-19,118.909843,123.949860,118.814026,122.838371,106.122726,1771482
2006-01-20,124.179825,127.303482,122.838371,126.364464,109.168983,1746915
2006-01-23,124.563095,125.703323,122.847954,123.451607,106.652504,2216572
2006-01-24,124.352295,127.629265,123.892372,127.198082,109.889183,2308632
2006-01-25,128.012527,131.136185,127.629265,129.507294,111.884155,2656328
2006-01-27,129.756409,133.723267,129.353989,132.966309,114.872467,2439438
2006-01-30,134.106537,134.700607,131.203262,131.759003,113.829460,2266322
2006-01-31,131.845245,136.444489,131.461975,135.927078,117.430344,4324991
2006-02-01,136.061218,138.380020,133.761597,135.476730,117.041290,5216318
2006-02-02,136.061218,137.555984,133.867004,135.064713,116.685318,3225732
2006-02-03,135.208450,140.468842,133.761597,137.623062,118.895538,6910597
2006-02-06,137.929672,141.513260,136.569061,140.775452,121.618973,3087689
2006-02-07,141.149155,146.591599,140.852112,146.045441,126.171829,4947735
2006-02-08,146.256241,147.559357,143.448776,143.908707,124.325844,4382678
2006-02-10,146.601181,146.946121,143.918289,144.464447,124.805969,2848631
